vin	V(v2s)
6.255200000000035e+00	3.317789e+00
6.255500000000035e+00	3.317789e+00
6.255800000000035e+00	3.317790e+00
6.256100000000036e+00	3.317791e+00
6.256400000000036e+00	3.317791e+00
6.256700000000036e+00	3.317792e+00
6.257000000000036e+00	3.317792e+00
6.257300000000036e+00	3.317793e+00
6.257600000000036e+00	3.317794e+00
6.257900000000037e+00	3.317794e+00
6.258200000000037e+00	3.317795e+00
6.258500000000037e+00	3.317796e+00
6.258800000000037e+00	3.317796e+00
6.259100000000037e+00	3.317797e+00
6.259400000000038e+00	3.317798e+00
6.259700000000038e+00	3.317798e+00
6.260000000000038e+00	3.317799e+00
6.260300000000038e+00	3.317800e+00
6.260600000000038e+00	3.317800e+00
6.260900000000039e+00	3.317801e+00
6.261200000000039e+00	3.317801e+00
6.261500000000039e+00	3.317802e+00
6.261800000000039e+00	3.317803e+00
6.262100000000039e+00	3.317803e+00
6.262400000000039e+00	3.317804e+00
6.262700000000040e+00	3.317805e+00
6.263000000000040e+00	3.317805e+00
6.263300000000040e+00	3.317806e+00
6.263600000000040e+00	3.317806e+00
6.263900000000040e+00	3.317807e+00
6.264200000000041e+00	3.317808e+00
6.264500000000041e+00	3.317808e+00
6.264800000000041e+00	3.317809e+00
6.265100000000041e+00	3.317810e+00
6.265400000000041e+00	3.317810e+00
6.265700000000042e+00	3.317811e+00
6.266000000000042e+00	3.317811e+00
6.266300000000042e+00	3.317812e+00
6.266600000000042e+00	3.317813e+00
6.266900000000042e+00	3.317813e+00
6.267200000000043e+00	3.317814e+00
6.267500000000043e+00	3.317815e+00
6.267800000000043e+00	3.317815e+00
6.268100000000043e+00	3.317816e+00
6.268400000000043e+00	3.317817e+00
6.268700000000043e+00	3.317817e+00
6.269000000000044e+00	3.317818e+00
6.269300000000044e+00	3.317819e+00
6.269600000000044e+00	3.317819e+00
6.269900000000044e+00	3.317820e+00
6.270200000000044e+00	3.317821e+00
6.270500000000045e+00	3.317821e+00
6.270800000000045e+00	3.317822e+00
6.271100000000045e+00	3.317822e+00
6.271400000000045e+00	3.317823e+00
6.271700000000045e+00	3.317824e+00
6.272000000000046e+00	3.317824e+00
6.272300000000046e+00	3.317825e+00
6.272600000000046e+00	3.317826e+00
6.272900000000046e+00	3.317826e+00
6.273200000000046e+00	3.317827e+00
6.273500000000046e+00	3.317827e+00
6.273800000000047e+00	3.317828e+00
6.274100000000047e+00	3.317829e+00
6.274400000000047e+00	3.317829e+00
6.274700000000047e+00	3.317830e+00
6.275000000000047e+00	3.317831e+00
6.275300000000048e+00	3.317831e+00
6.275600000000048e+00	3.317832e+00
6.275900000000048e+00	3.317832e+00
6.276200000000048e+00	3.317833e+00
6.276500000000048e+00	3.317834e+00
6.276800000000049e+00	3.317834e+00
6.277100000000049e+00	3.317835e+00
6.277400000000049e+00	3.317836e+00
6.277700000000049e+00	3.317836e+00
6.278000000000049e+00	3.317837e+00
6.278300000000050e+00	3.317837e+00
6.278600000000050e+00	3.317838e+00
6.278900000000050e+00	3.317839e+00
6.279200000000050e+00	3.317839e+00
6.279500000000050e+00	3.317840e+00
6.279800000000050e+00	3.317841e+00
6.280100000000051e+00	3.317841e+00
6.280400000000051e+00	3.317842e+00
6.280700000000051e+00	3.317843e+00
6.281000000000051e+00	3.317843e+00
6.281300000000051e+00	3.317844e+00
6.281600000000052e+00	3.317845e+00
6.281900000000052e+00	3.317845e+00
6.282200000000052e+00	3.317846e+00
6.282500000000052e+00	3.317847e+00
6.282800000000052e+00	3.317847e+00
6.283100000000053e+00	3.317848e+00
6.283400000000053e+00	3.317848e+00
6.283700000000053e+00	3.317849e+00
6.284000000000053e+00	3.317850e+00
6.284300000000053e+00	3.317850e+00
6.284600000000053e+00	3.317851e+00
6.284900000000054e+00	3.317852e+00
6.285200000000054e+00	3.317852e+00
6.285500000000054e+00	3.317853e+00
6.285800000000054e+00	3.317853e+00
6.286100000000054e+00	3.317854e+00
6.286400000000055e+00	3.317855e+00
6.286700000000055e+00	3.317855e+00
6.287000000000055e+00	3.317856e+00
6.287300000000055e+00	3.317857e+00
6.287600000000055e+00	3.317857e+00
6.287900000000056e+00	3.317858e+00
6.288200000000056e+00	3.317858e+00
6.288500000000056e+00	3.317859e+00
6.288800000000056e+00	3.317860e+00
6.289100000000056e+00	3.317860e+00
6.289400000000057e+00	3.317861e+00
6.289700000000057e+00	3.317862e+00
6.290000000000057e+00	3.317862e+00
6.290300000000057e+00	3.317863e+00
6.290600000000057e+00	3.317863e+00
6.290900000000057e+00	3.317864e+00
6.291200000000058e+00	3.317865e+00
6.291500000000058e+00	3.317865e+00
6.291800000000058e+00	3.317866e+00
6.292100000000058e+00	3.317867e+00
6.292400000000058e+00	3.317867e+00
6.292700000000059e+00	3.317868e+00
6.293000000000059e+00	3.317869e+00
6.293300000000059e+00	3.317869e+00
6.293600000000059e+00	3.317870e+00
6.293900000000059e+00	3.317871e+00
6.294200000000060e+00	3.317871e+00
6.294500000000060e+00	3.317872e+00
6.294800000000060e+00	3.317873e+00
6.295100000000060e+00	3.317873e+00
6.295400000000060e+00	3.317874e+00
6.295700000000060e+00	3.317874e+00
6.296000000000061e+00	3.317875e+00
6.296300000000061e+00	3.317876e+00
6.296600000000061e+00	3.317876e+00
6.296900000000061e+00	3.317877e+00
6.297200000000061e+00	3.317878e+00
6.297500000000062e+00	3.317878e+00
6.297800000000062e+00	3.317879e+00
6.298100000000062e+00	3.317879e+00
6.298400000000062e+00	3.317880e+00
6.298700000000062e+00	3.317881e+00
6.299000000000063e+00	3.317881e+00
6.299300000000063e+00	3.317882e+00
6.299600000000063e+00	3.317883e+00
6.299900000000063e+00	3.317883e+00
6.300200000000063e+00	3.317884e+00
6.300500000000063e+00	3.317884e+00
6.300800000000064e+00	3.317885e+00
6.301100000000064e+00	3.317886e+00
6.301400000000064e+00	3.317886e+00
6.301700000000064e+00	3.317887e+00
6.302000000000064e+00	3.317888e+00
6.302300000000065e+00	3.317888e+00
6.302600000000065e+00	3.317889e+00
6.302900000000065e+00	3.317889e+00
6.303200000000065e+00	3.317890e+00
6.303500000000065e+00	3.317891e+00
6.303800000000066e+00	3.317891e+00
6.304100000000066e+00	3.317892e+00
6.304400000000066e+00	3.317893e+00
6.304700000000066e+00	3.317893e+00
6.305000000000066e+00	3.317894e+00
6.305300000000067e+00	3.317895e+00
6.305600000000067e+00	3.317895e+00
6.305900000000067e+00	3.317896e+00
6.306200000000067e+00	3.317897e+00
6.306500000000067e+00	3.317897e+00
6.306800000000067e+00	3.317898e+00
6.307100000000068e+00	3.317899e+00
6.307400000000068e+00	3.317899e+00
6.307700000000068e+00	3.317900e+00
6.308000000000068e+00	3.317900e+00
6.308300000000068e+00	3.317901e+00
6.308600000000069e+00	3.317902e+00
6.308900000000069e+00	3.317902e+00
6.309200000000069e+00	3.317903e+00
6.309500000000069e+00	3.317904e+00
6.309800000000069e+00	3.317904e+00
6.310100000000070e+00	3.317905e+00
6.310400000000070e+00	3.317905e+00
6.310700000000070e+00	3.317906e+00
6.311000000000070e+00	3.317907e+00
6.311300000000070e+00	3.317907e+00
6.311600000000070e+00	3.317908e+00
6.311900000000071e+00	3.317909e+00
6.312200000000071e+00	3.317909e+00
6.312500000000071e+00	3.317910e+00
6.312800000000071e+00	3.317910e+00
6.313100000000071e+00	3.317911e+00
6.313400000000072e+00	3.317912e+00
6.313700000000072e+00	3.317912e+00
6.314000000000072e+00	3.317913e+00
6.314300000000072e+00	3.317914e+00
6.314600000000072e+00	3.317914e+00
6.314900000000073e+00	3.317915e+00
6.315200000000073e+00	3.317915e+00
6.315500000000073e+00	3.317916e+00
6.315800000000073e+00	3.317917e+00
6.316100000000073e+00	3.317917e+00
6.316400000000074e+00	3.317918e+00
6.316700000000074e+00	3.317919e+00
6.317000000000074e+00	3.317919e+00
6.317300000000074e+00	3.317920e+00
6.317600000000074e+00	3.317921e+00
6.317900000000074e+00	3.317921e+00
6.318200000000075e+00	3.317922e+00
6.318500000000075e+00	3.317922e+00
6.318800000000075e+00	3.317923e+00
6.319100000000075e+00	3.317924e+00
6.319400000000075e+00	3.317924e+00
6.319700000000076e+00	3.317925e+00
6.320000000000076e+00	3.317926e+00
6.320300000000076e+00	3.317926e+00
6.320600000000076e+00	3.317927e+00
6.320900000000076e+00	3.317928e+00
6.321200000000077e+00	3.317928e+00
6.321500000000077e+00	3.317929e+00
6.321800000000077e+00	3.317930e+00
6.322100000000077e+00	3.317930e+00
6.322400000000077e+00	3.317931e+00
6.322700000000077e+00	3.317931e+00
6.323000000000078e+00	3.317932e+00
6.323300000000078e+00	3.317933e+00
6.323600000000078e+00	3.317933e+00
6.323900000000078e+00	3.317934e+00
6.324200000000078e+00	3.317935e+00
6.324500000000079e+00	3.317935e+00
6.324800000000079e+00	3.317936e+00
6.325100000000079e+00	3.317936e+00
6.325400000000079e+00	3.317937e+00
6.325700000000079e+00	3.317938e+00
6.326000000000080e+00	3.317938e+00
6.326300000000080e+00	3.317939e+00
6.326600000000080e+00	3.317940e+00
6.326900000000080e+00	3.317940e+00
6.327200000000080e+00	3.317941e+00
6.327500000000081e+00	3.317941e+00
6.327800000000081e+00	3.317942e+00
6.328100000000081e+00	3.317943e+00
6.328400000000081e+00	3.317943e+00
6.328700000000081e+00	3.317944e+00
6.329000000000081e+00	3.317945e+00
6.329300000000082e+00	3.317945e+00
6.329600000000082e+00	3.317946e+00
6.329900000000082e+00	3.317946e+00
6.330200000000082e+00	3.317947e+00
6.330500000000082e+00	3.317948e+00
6.330800000000083e+00	3.317948e+00
6.331100000000083e+00	3.317949e+00
6.331400000000083e+00	3.317950e+00
6.331700000000083e+00	3.317950e+00
6.332000000000083e+00	3.317951e+00
6.332300000000084e+00	3.317952e+00
6.332600000000084e+00	3.317952e+00
6.332900000000084e+00	3.317953e+00
6.333200000000084e+00	3.317954e+00
6.333500000000084e+00	3.317954e+00
6.333800000000084e+00	3.317955e+00
6.334100000000085e+00	3.317955e+00
6.334400000000085e+00	3.317956e+00
6.334700000000085e+00	3.317957e+00
6.335000000000085e+00	3.317957e+00
6.335300000000085e+00	3.317958e+00
6.335600000000086e+00	3.317959e+00
6.335900000000086e+00	3.317959e+00
6.336200000000086e+00	3.317960e+00
6.336500000000086e+00	3.317961e+00
6.336800000000086e+00	3.317961e+00
6.337100000000087e+00	3.317962e+00
6.337400000000087e+00	3.317962e+00
6.337700000000087e+00	3.317963e+00
6.338000000000087e+00	3.317964e+00
6.338300000000087e+00	3.317964e+00
6.338600000000087e+00	3.317965e+00
6.338900000000088e+00	3.317966e+00
6.339200000000088e+00	3.317966e+00
6.339500000000088e+00	3.317967e+00
6.339800000000088e+00	3.317967e+00
6.340100000000088e+00	3.317968e+00
6.340400000000089e+00	3.317969e+00
6.340700000000089e+00	3.317969e+00
6.341000000000089e+00	3.317970e+00
6.341300000000089e+00	3.317971e+00
6.341600000000089e+00	3.317971e+00
6.341900000000090e+00	3.317972e+00
6.342200000000090e+00	3.317972e+00
6.342500000000090e+00	3.317973e+00
6.342800000000090e+00	3.317974e+00
6.343100000000090e+00	3.317974e+00
6.343400000000091e+00	3.317975e+00
6.343700000000091e+00	3.317976e+00
6.344000000000091e+00	3.317976e+00
6.344300000000091e+00	3.317977e+00
6.344600000000091e+00	3.317978e+00
6.344900000000091e+00	3.317978e+00
6.345200000000092e+00	3.317979e+00
6.345500000000092e+00	3.317980e+00
6.345800000000092e+00	3.317980e+00
6.346100000000092e+00	3.317981e+00
6.346400000000092e+00	3.317981e+00
6.346700000000093e+00	3.317982e+00
6.347000000000093e+00	3.317983e+00
6.347300000000093e+00	3.317983e+00
6.347600000000093e+00	3.317984e+00
6.347900000000093e+00	3.317985e+00
6.348200000000094e+00	3.317985e+00
6.348500000000094e+00	3.317986e+00
6.348800000000094e+00	3.317986e+00
6.349100000000094e+00	3.317987e+00
6.349400000000094e+00	3.317988e+00
6.349700000000094e+00	3.317988e+00
6.350000000000095e+00	3.317989e+00
6.350300000000095e+00	3.317990e+00
6.350600000000095e+00	3.317990e+00
6.350900000000095e+00	3.317991e+00
6.351200000000095e+00	3.317991e+00
6.351500000000096e+00	3.317992e+00
6.351800000000096e+00	3.317993e+00
6.352100000000096e+00	3.317993e+00
6.352400000000096e+00	3.317994e+00
6.352700000000096e+00	3.317995e+00
6.353000000000097e+00	3.317995e+00
6.353300000000097e+00	3.317996e+00
6.353600000000097e+00	3.317997e+00
6.353900000000097e+00	3.317997e+00
6.354200000000097e+00	3.317998e+00
6.354500000000098e+00	3.317998e+00
6.354800000000098e+00	3.317999e+00
6.355100000000098e+00	3.318000e+00
6.355400000000098e+00	3.318000e+00
6.355700000000098e+00	3.318001e+00
6.356000000000098e+00	3.318002e+00
6.356300000000099e+00	3.318002e+00
6.356600000000099e+00	3.318003e+00
6.356900000000099e+00	3.318004e+00
6.357200000000099e+00	3.318004e+00
6.357500000000099e+00	3.318005e+00
6.357800000000100e+00	3.318006e+00
6.358100000000100e+00	3.318006e+00
6.358400000000100e+00	3.318007e+00
6.358700000000100e+00	3.318007e+00
6.359000000000100e+00	3.318008e+00
6.359300000000101e+00	3.318009e+00
6.359600000000101e+00	3.318009e+00
6.359900000000101e+00	3.318010e+00
6.360200000000101e+00	3.318011e+00
6.360500000000101e+00	3.318011e+00
6.360800000000101e+00	3.318012e+00
6.361100000000102e+00	3.318012e+00
6.361400000000102e+00	3.318013e+00
6.361700000000102e+00	3.318014e+00
6.362000000000102e+00	3.318014e+00
6.362300000000102e+00	3.318015e+00
6.362600000000103e+00	3.318016e+00
6.362900000000103e+00	3.318016e+00
6.363200000000103e+00	3.318017e+00
6.363500000000103e+00	3.318017e+00
6.363800000000103e+00	3.318018e+00
6.364100000000104e+00	3.318019e+00
6.364400000000104e+00	3.318019e+00
6.364700000000104e+00	3.318020e+00
6.365000000000104e+00	3.318021e+00
6.365300000000104e+00	3.318021e+00
6.365600000000105e+00	3.318022e+00
6.365900000000105e+00	3.318022e+00
6.366200000000105e+00	3.318023e+00
6.366500000000105e+00	3.318024e+00
6.366800000000105e+00	3.318024e+00
6.367100000000105e+00	3.318025e+00
6.367400000000106e+00	3.318026e+00
6.367700000000106e+00	3.318026e+00
6.368000000000106e+00	3.318027e+00
6.368300000000106e+00	3.318027e+00
6.368600000000106e+00	3.318028e+00
6.368900000000107e+00	3.318029e+00
6.369200000000107e+00	3.318029e+00
6.369500000000107e+00	3.318030e+00
6.369800000000107e+00	3.318031e+00
6.370100000000107e+00	3.318031e+00
6.370400000000108e+00	3.318032e+00
6.370700000000108e+00	3.318033e+00
6.371000000000108e+00	3.318033e+00
6.371300000000108e+00	3.318034e+00
6.371600000000108e+00	3.318035e+00
6.371900000000108e+00	3.318035e+00
6.372200000000109e+00	3.318036e+00
6.372500000000109e+00	3.318037e+00
6.372800000000109e+00	3.318037e+00
6.373100000000109e+00	3.318038e+00
6.373400000000109e+00	3.318038e+00
6.373700000000110e+00	3.318039e+00
6.374000000000110e+00	3.318040e+00
6.374300000000110e+00	3.318040e+00
6.374600000000110e+00	3.318041e+00
6.374900000000110e+00	3.318042e+00
6.375200000000111e+00	3.318042e+00
6.375500000000111e+00	3.318043e+00
6.375800000000111e+00	3.318043e+00
6.376100000000111e+00	3.318044e+00
6.376400000000111e+00	3.318045e+00
6.376700000000112e+00	3.318045e+00
6.377000000000112e+00	3.318046e+00
6.377300000000112e+00	3.318047e+00
6.377600000000112e+00	3.318047e+00
6.377900000000112e+00	3.318048e+00
6.378200000000112e+00	3.318048e+00
6.378500000000113e+00	3.318049e+00
6.378800000000113e+00	3.318050e+00
6.379100000000113e+00	3.318050e+00
6.379400000000113e+00	3.318051e+00
6.379700000000113e+00	3.318052e+00
6.380000000000114e+00	3.318052e+00
6.380300000000114e+00	3.318053e+00
6.380600000000114e+00	3.318053e+00
6.380900000000114e+00	3.318054e+00
6.381200000000114e+00	3.318055e+00
6.381500000000115e+00	3.318055e+00
6.381800000000115e+00	3.318056e+00
6.382100000000115e+00	3.318057e+00
6.382400000000115e+00	3.318057e+00
6.382700000000115e+00	3.318058e+00
6.383000000000115e+00	3.318059e+00
6.383300000000116e+00	3.318059e+00
6.383600000000116e+00	3.318060e+00
6.383900000000116e+00	3.318061e+00
6.384200000000116e+00	3.318061e+00
6.384500000000116e+00	3.318062e+00
6.384800000000117e+00	3.318062e+00
6.385100000000117e+00	3.318063e+00
6.385400000000117e+00	3.318064e+00
6.385700000000117e+00	3.318064e+00
6.386000000000117e+00	3.318065e+00
6.386300000000118e+00	3.318066e+00
6.386600000000118e+00	3.318066e+00
6.386900000000118e+00	3.318067e+00
6.387200000000118e+00	3.318068e+00
6.387500000000118e+00	3.318068e+00
6.387800000000118e+00	3.318069e+00
6.388100000000119e+00	3.318069e+00
6.388400000000119e+00	3.318070e+00
6.388700000000119e+00	3.318071e+00
6.389000000000119e+00	3.318071e+00
6.389300000000119e+00	3.318072e+00
6.389600000000120e+00	3.318073e+00
6.389900000000120e+00	3.318073e+00
6.390200000000120e+00	3.318074e+00
6.390500000000120e+00	3.318074e+00
6.390800000000120e+00	3.318075e+00
6.391100000000121e+00	3.318076e+00
6.391400000000121e+00	3.318076e+00
6.391700000000121e+00	3.318077e+00
6.392000000000121e+00	3.318078e+00
6.392300000000121e+00	3.318078e+00
6.392600000000122e+00	3.318079e+00
6.392900000000122e+00	3.318079e+00
6.393200000000122e+00	3.318080e+00
6.393500000000122e+00	3.318081e+00
6.393800000000122e+00	3.318081e+00
6.394100000000122e+00	3.318082e+00
6.394400000000123e+00	3.318083e+00
6.394700000000123e+00	3.318083e+00
6.395000000000123e+00	3.318084e+00
6.395300000000123e+00	3.318084e+00
6.395600000000123e+00	3.318085e+00
6.395900000000124e+00	3.318086e+00
6.396200000000124e+00	3.318086e+00
6.396500000000124e+00	3.318087e+00
6.396800000000124e+00	3.318088e+00
6.397100000000124e+00	3.318088e+00
6.397400000000125e+00	3.318089e+00
6.397700000000125e+00	3.318090e+00
6.398000000000125e+00	3.318090e+00
6.398300000000125e+00	3.318091e+00
6.398600000000125e+00	3.318092e+00
6.398900000000125e+00	3.318092e+00
6.399200000000126e+00	3.318093e+00
6.399500000000126e+00	3.318094e+00
6.399800000000126e+00	3.318094e+00
6.400100000000126e+00	3.318095e+00
6.400400000000126e+00	3.318095e+00
6.400700000000127e+00	3.318096e+00
6.401000000000127e+00	3.318097e+00
6.401300000000127e+00	3.318097e+00
6.401600000000127e+00	3.318098e+00
6.401900000000127e+00	3.318099e+00
6.402200000000128e+00	3.318099e+00
6.402500000000128e+00	3.318100e+00
6.402800000000128e+00	3.318100e+00
6.403100000000128e+00	3.318101e+00
6.403400000000128e+00	3.318102e+00
6.403700000000129e+00	3.318102e+00
6.404000000000129e+00	3.318103e+00
6.404300000000129e+00	3.318104e+00
6.404600000000129e+00	3.318104e+00
6.404900000000129e+00	3.318105e+00
6.405200000000129e+00	3.318105e+00
6.405500000000130e+00	3.318106e+00
6.405800000000130e+00	3.318107e+00
6.406100000000130e+00	3.318107e+00
6.406400000000130e+00	3.318108e+00
6.406700000000130e+00	3.318109e+00
6.407000000000131e+00	3.318109e+00
6.407300000000131e+00	3.318110e+00
6.407600000000131e+00	3.318110e+00
6.407900000000131e+00	3.318111e+00
6.408200000000131e+00	3.318112e+00
6.408500000000132e+00	3.318112e+00
6.408800000000132e+00	3.318113e+00
6.409100000000132e+00	3.318114e+00
6.409400000000132e+00	3.318114e+00
6.409700000000132e+00	3.318115e+00
6.410000000000132e+00	3.318115e+00
6.410300000000133e+00	3.318116e+00
6.410600000000133e+00	3.318117e+00
6.410900000000133e+00	3.318117e+00
6.411200000000133e+00	3.318118e+00
6.411500000000133e+00	3.318119e+00
6.411800000000134e+00	3.318119e+00
6.412100000000134e+00	3.318120e+00
6.412400000000134e+00	3.318121e+00
6.412700000000134e+00	3.318121e+00
6.413000000000134e+00	3.318122e+00
6.413300000000135e+00	3.318123e+00
6.413600000000135e+00	3.318123e+00
6.413900000000135e+00	3.318124e+00
6.414200000000135e+00	3.318125e+00
6.414500000000135e+00	3.318125e+00
6.414800000000136e+00	3.318126e+00
6.415100000000136e+00	3.318126e+00
6.415400000000136e+00	3.318127e+00
6.415700000000136e+00	3.318128e+00
6.416000000000136e+00	3.318128e+00
6.416300000000136e+00	3.318129e+00
6.416600000000137e+00	3.318130e+00
6.416900000000137e+00	3.318130e+00
6.417200000000137e+00	3.318131e+00
6.417500000000137e+00	3.318131e+00
6.417800000000137e+00	3.318132e+00
6.418100000000138e+00	3.318133e+00
6.418400000000138e+00	3.318133e+00
6.418700000000138e+00	3.318134e+00
6.419000000000138e+00	3.318135e+00
6.419300000000138e+00	3.318135e+00
6.419600000000139e+00	3.318136e+00
6.419900000000139e+00	3.318136e+00
6.420200000000139e+00	3.318137e+00
