vin	V(v2s)
6.351800000000096e+00	5.014102e+00
6.352100000000096e+00	5.014102e+00
6.352400000000096e+00	5.014103e+00
6.352700000000096e+00	5.014103e+00
6.353000000000097e+00	5.014104e+00
6.353300000000097e+00	5.014105e+00
6.353600000000097e+00	5.014105e+00
6.353900000000097e+00	5.014106e+00
6.354200000000097e+00	5.014107e+00
6.354500000000098e+00	5.014108e+00
6.354800000000098e+00	5.014108e+00
6.355100000000098e+00	5.014109e+00
6.355400000000098e+00	5.014110e+00
6.355700000000098e+00	5.014110e+00
6.356000000000098e+00	5.014111e+00
6.356300000000099e+00	5.014112e+00
6.356600000000099e+00	5.014112e+00
6.356900000000099e+00	5.014113e+00
6.357200000000099e+00	5.014113e+00
6.357500000000099e+00	5.014114e+00
6.357800000000100e+00	5.014115e+00
6.358100000000100e+00	5.014116e+00
6.358400000000100e+00	5.014116e+00
6.358700000000100e+00	5.014117e+00
6.359000000000100e+00	5.014118e+00
6.359300000000101e+00	5.014118e+00
6.359600000000101e+00	5.014119e+00
6.359900000000101e+00	5.014120e+00
6.360200000000101e+00	5.014121e+00
6.360500000000101e+00	5.014121e+00
6.360800000000101e+00	5.014122e+00
6.361100000000102e+00	5.014122e+00
6.361400000000102e+00	5.014123e+00
6.361700000000102e+00	5.014124e+00
6.362000000000102e+00	5.014124e+00
6.362300000000102e+00	5.014125e+00
6.362600000000103e+00	5.014126e+00
6.362900000000103e+00	5.014126e+00
6.363200000000103e+00	5.014127e+00
6.363500000000103e+00	5.014128e+00
6.363800000000103e+00	5.014129e+00
6.364100000000104e+00	5.014129e+00
6.364400000000104e+00	5.014130e+00
6.364700000000104e+00	5.014131e+00
6.365000000000104e+00	5.014131e+00
6.365300000000104e+00	5.014132e+00
6.365600000000105e+00	5.014132e+00
6.365900000000105e+00	5.014133e+00
6.366200000000105e+00	5.014134e+00
6.366500000000105e+00	5.014134e+00
6.366800000000105e+00	5.014135e+00
6.367100000000105e+00	5.014136e+00
6.367400000000106e+00	5.014137e+00
6.367700000000106e+00	5.014137e+00
6.368000000000106e+00	5.014138e+00
6.368300000000106e+00	5.014139e+00
6.368600000000106e+00	5.014139e+00
6.368900000000107e+00	5.014140e+00
6.369200000000107e+00	5.014141e+00
6.369500000000107e+00	5.014142e+00
6.369800000000107e+00	5.014142e+00
6.370100000000107e+00	5.014143e+00
6.370400000000108e+00	5.014143e+00
6.370700000000108e+00	5.014144e+00
6.371000000000108e+00	5.014145e+00
6.371300000000108e+00	5.014145e+00
6.371600000000108e+00	5.014146e+00
6.371900000000108e+00	5.014147e+00
6.372200000000109e+00	5.014147e+00
6.372500000000109e+00	5.014148e+00
6.372800000000109e+00	5.014149e+00
6.373100000000109e+00	5.014150e+00
6.373400000000109e+00	5.014150e+00
6.373700000000110e+00	5.014151e+00
6.374000000000110e+00	5.014152e+00
6.374300000000110e+00	5.014152e+00
6.374600000000110e+00	5.014153e+00
6.374900000000110e+00	5.014153e+00
6.375200000000111e+00	5.014154e+00
6.375500000000111e+00	5.014155e+00
6.375800000000111e+00	5.014156e+00
6.376100000000111e+00	5.014156e+00
6.376400000000111e+00	5.014157e+00
6.376700000000112e+00	5.014158e+00
6.377000000000112e+00	5.014158e+00
6.377300000000112e+00	5.014159e+00
6.377600000000112e+00	5.014160e+00
6.377900000000112e+00	5.014161e+00
6.378200000000112e+00	5.014161e+00
6.378500000000113e+00	5.014162e+00
6.378800000000113e+00	5.014163e+00
6.379100000000113e+00	5.014163e+00
6.379400000000113e+00	5.014164e+00
6.379700000000113e+00	5.014164e+00
6.380000000000114e+00	5.014165e+00
6.380300000000114e+00	5.014166e+00
6.380600000000114e+00	5.014166e+00
6.380900000000114e+00	5.014167e+00
6.381200000000114e+00	5.014168e+00
6.381500000000115e+00	5.014169e+00
6.381800000000115e+00	5.014169e+00
6.382100000000115e+00	5.014170e+00
6.382400000000115e+00	5.014171e+00
6.382700000000115e+00	5.014171e+00
6.383000000000115e+00	5.014172e+00
6.383300000000116e+00	5.014173e+00
6.383600000000116e+00	5.014174e+00
6.383900000000116e+00	5.014174e+00
6.384200000000116e+00	5.014174e+00
6.384500000000116e+00	5.014175e+00
6.384800000000117e+00	5.014176e+00
6.385100000000117e+00	5.014177e+00
6.385400000000117e+00	5.014177e+00
6.385700000000117e+00	5.014178e+00
6.386000000000117e+00	5.014179e+00
6.386300000000118e+00	5.014179e+00
6.386600000000118e+00	5.014180e+00
6.386900000000118e+00	5.014181e+00
6.387200000000118e+00	5.014182e+00
6.387500000000118e+00	5.014182e+00
6.387800000000118e+00	5.014183e+00
6.388100000000119e+00	5.014184e+00
6.388400000000119e+00	5.014184e+00
6.388700000000119e+00	5.014185e+00
6.389000000000119e+00	5.014185e+00
6.389300000000119e+00	5.014186e+00
6.389600000000120e+00	5.014187e+00
6.389900000000120e+00	5.014187e+00
6.390200000000120e+00	5.014188e+00
6.390500000000120e+00	5.014189e+00
6.390800000000120e+00	5.014190e+00
6.391100000000121e+00	5.014190e+00
6.391400000000121e+00	5.014191e+00
6.391700000000121e+00	5.014192e+00
6.392000000000121e+00	5.014192e+00
6.392300000000121e+00	5.014193e+00
6.392600000000122e+00	5.014194e+00
6.392900000000122e+00	5.014194e+00
6.393200000000122e+00	5.014195e+00
6.393500000000122e+00	5.014196e+00
6.393800000000122e+00	5.014196e+00
6.394100000000122e+00	5.014197e+00
6.394400000000123e+00	5.014198e+00
6.394700000000123e+00	5.014198e+00
6.395000000000123e+00	5.014199e+00
6.395300000000123e+00	5.014200e+00
6.395600000000123e+00	5.014200e+00
6.395900000000124e+00	5.014201e+00
6.396200000000124e+00	5.014202e+00
6.396500000000124e+00	5.014203e+00
6.396800000000124e+00	5.014203e+00
6.397100000000124e+00	5.014204e+00
6.397400000000125e+00	5.014205e+00
6.397700000000125e+00	5.014205e+00
6.398000000000125e+00	5.014206e+00
6.398300000000125e+00	5.014206e+00
6.398600000000125e+00	5.014207e+00
6.398900000000125e+00	5.014208e+00
6.399200000000126e+00	5.014209e+00
6.399500000000126e+00	5.014209e+00
6.399800000000126e+00	5.014210e+00
6.400100000000126e+00	5.014211e+00
6.400400000000126e+00	5.014211e+00
6.400700000000127e+00	5.014212e+00
6.401000000000127e+00	5.014213e+00
6.401300000000127e+00	5.014214e+00
6.401600000000127e+00	5.014214e+00
6.401900000000127e+00	5.014215e+00
6.402200000000128e+00	5.014215e+00
6.402500000000128e+00	5.014216e+00
6.402800000000128e+00	5.014217e+00
6.403100000000128e+00	5.014217e+00
6.403400000000128e+00	5.014218e+00
6.403700000000129e+00	5.014219e+00
6.404000000000129e+00	5.014219e+00
6.404300000000129e+00	5.014220e+00
6.404600000000129e+00	5.014221e+00
6.404900000000129e+00	5.014222e+00
6.405200000000129e+00	5.014222e+00
6.405500000000130e+00	5.014223e+00
6.405800000000130e+00	5.014224e+00
6.406100000000130e+00	5.014224e+00
6.406400000000130e+00	5.014225e+00
6.406700000000130e+00	5.014225e+00
6.407000000000131e+00	5.014226e+00
6.407300000000131e+00	5.014227e+00
6.407600000000131e+00	5.014227e+00
6.407900000000131e+00	5.014228e+00
6.408200000000131e+00	5.014229e+00
6.408500000000132e+00	5.014230e+00
6.408800000000132e+00	5.014230e+00
6.409100000000132e+00	5.014231e+00
6.409400000000132e+00	5.014232e+00
6.409700000000132e+00	5.014232e+00
6.410000000000132e+00	5.014233e+00
6.410300000000133e+00	5.014234e+00
6.410600000000133e+00	5.014235e+00
6.410900000000133e+00	5.014235e+00
6.411200000000133e+00	5.014235e+00
6.411500000000133e+00	5.014236e+00
6.411800000000134e+00	5.014237e+00
6.412100000000134e+00	5.014238e+00
6.412400000000134e+00	5.014238e+00
6.412700000000134e+00	5.014239e+00
6.413000000000134e+00	5.014240e+00
6.413300000000135e+00	5.014240e+00
6.413600000000135e+00	5.014241e+00
6.413900000000135e+00	5.014242e+00
6.414200000000135e+00	5.014243e+00
6.414500000000135e+00	5.014243e+00
6.414800000000136e+00	5.014244e+00
6.415100000000136e+00	5.014245e+00
6.415400000000136e+00	5.014245e+00
6.415700000000136e+00	5.014246e+00
6.416000000000136e+00	5.014246e+00
6.416300000000136e+00	5.014247e+00
6.416600000000137e+00	5.014248e+00
6.416900000000137e+00	5.014249e+00
6.417200000000137e+00	5.014249e+00
6.417500000000137e+00	5.014250e+00
6.417800000000137e+00	5.014251e+00
6.418100000000138e+00	5.014251e+00
6.418400000000138e+00	5.014252e+00
6.418700000000138e+00	5.014253e+00
6.419000000000138e+00	5.014253e+00
6.419300000000138e+00	5.014254e+00
6.419600000000139e+00	5.014255e+00
6.419900000000139e+00	5.014256e+00
6.420200000000139e+00	5.014256e+00
